Seller Name,RapNet Account ID,Name Code,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,Fluorescence Intensity,Lab,Certificate Number,Stock Number,Price Per Carat,Price Percentage,Total Price,Cash Price Per Carat,Cash Price Percentage,Total Cash Price,State,Country,Certificate URL,Image URL,Diamond ID
SUPERGEMS NV,21343,Supergem,Round,0.910,E,SI2,Excellent,Excellent,Excellent,None,GIA,5236690554,100127712,,,,4125.0000,-0.2500,3753.7500,,Belgium,http://www.supergemsgroup.com/certificates/100127712.jpg,http://www.supergemsgroup.com/diamondphoto/100127712-P.jpg,75251928
SUPERGEMS NV,21343,Supergem,Round,0.910,G,VVS1,Excellent,Excellent,Excellent,None,GIA,6231690550,100127711,,,,6000.0000,-0.2500,5460.0000,,Belgium,http://www.supergemsgroup.com/certificates/100127711.jpg,http://www.supergemsgroup.com/diamondphoto/100127711-P.jpg,75251929
SUPERGEMS NV,21343,Supergem,Round,0.930,E,SI1,Excellent,Excellent,Excellent,None,GIA,1233695574,100127623,,,,4473.0000,-0.2900,4159.8900,,Belgium,http://www.supergemsgroup.com/certificates/100127623.jpg,http://www.supergemsgroup.com/diamondphoto/100127623-P.jpg,75251931
SUPERGEMS NV,21343,Supergem,Round,1.000,F,VVS1,Very Good,Very Good,Excellent,None,GIA,5171748791,300002340,,,,8040.0000,-0.3300,8040.0000,,Belgium,http://www.supergemsgroup.com/certificates/300002340.jpg,,75251932
IDRP,53618,IDRP,Round,0.530,G,VS2,Excellent,Excellent,Excellent,None,GIA,2236036453,18-80-249,2520.0000,-0.3000,1335.6000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/6/27/2236036453.pdf,,74988603
IDRP,53618,IDRP,Round,0.530,G,SI2,Excellent,Excellent,Excellent,None,GIA,7238408851,18-80-386,1716.0000,-0.3400,909.4800,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/4/7238408851.pdf,,74988604
IDRP,53618,IDRP,Round,0.530,G,SI2,Excellent,Excellent,Excellent,None,GIA,6231424080,18-80-394,1742.0000,-0.3300,923.2600,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/5/6231424080.pdf,,74988605
IDRP,53618,IDRP,Round,0.530,G,SI2,Excellent,Excellent,Excellent,None,GIA,1239199295,18-80-373,1742.0000,-0.3300,923.2600,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/21/1239199295.pdf,,74988606
IDRP,53618,IDRP,Round,0.540,F,VS2,Excellent,Excellent,Excellent,None,GIA,1235099344,18-80-272,2508.0000,-0.3400,1354.3200,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/7/1235099344.pdf,,74988607
IDRP,53618,IDRP,Round,0.540,F,VS2,Excellent,Excellent,Excellent,None,GIA,2237364585,18-80-295,2508.0000,-0.3400,1354.3200,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/29/2237364585.pdf,,74988608
IDRP,53618,IDRP,Round,0.540,F,VS2,Excellent,Excellent,Excellent,None,GIA,2237364999,18-80-296,2508.0000,-0.3400,1354.3200,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/29/2237364999.pdf,,74988609
IDRP,53618,IDRP,Round,0.540,F,VS2,Excellent,Excellent,Excellent,None,GIA,7231095359,18-80-271,2508.0000,-0.3400,1354.3200,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/7/7231095359.pdf,,74988610
IDRP,53618,IDRP,Round,0.540,F,VS2,Excellent,Very Good,Excellent,None,GIA,7231363976,18-80-297,2470.0000,-0.3500,1333.8000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/29/7231363976.pdf,,74988611
IDRP,53618,IDRP,Round,0.540,F,VS2,Excellent,Excellent,Excellent,Faint,GIA,1238211833,18-80-290,2470.0000,-0.3500,1333.8000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/21/1238211833.pdf,,74988612
IDRP,53618,IDRP,Round,0.540,F,SI1,Excellent,Excellent,Excellent,Faint,GIA,6231511410,18-80-430,2112.0000,-0.3400,1140.4800,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/18/6231511410.pdf,,74988613
IDRP,53618,IDRP,Round,0.540,F,SI1,Excellent,Very Good,Excellent,None,GIA,5236468244,18-80-423,2080.0000,-0.3500,1123.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/12/5236468244.pdf,,74988614
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.500,E,SI1,Excellent,Excellent,Very Good,None,IGI,219697024,179662,2040.0000,-0.4000,1020.0000,,,,,Belgium,,,74828796
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.500,E,SI2,Very Good,Excellent,Very Good,None,IGI,204667049,162803,1596.0000,-0.4300,798.0000,,,,,Belgium,,,74828797
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.500,F,SI2,Excellent,Excellent,Excellent,None,IGI,204667149,162748,1674.0000,-0.3800,837.0000,,,,,Belgium,,,74828798
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.500,G,SI2,Good,Excellent,Very Good,None,IGI,204667046,162798,1534.0000,-0.4100,767.0000,,,,,Belgium,,,74828799
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.500,G,SI2,Very Good,Very Good,Very Good,None,IGI,204667156,162769,1612.0000,-0.3800,806.0000,,,,,Belgium,,,74828800
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.510,D,VS1,Excellent,Excellent,Excellent,None,IGI,201635509,150031,2773.0000,-0.4100,1414.2300,,,,,Belgium,,,74828802
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.510,D,VS2,Excellent,Excellent,Very Good,None,IGI,219695826,176420,2508.0000,-0.4300,1279.0800,,,,,Belgium,,,74828803
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.510,E,SI1,Excellent,Excellent,Very Good,None,IGI,219695821,176425,2040.0000,-0.4000,1040.4000,,,,,Belgium,,,74828804
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.510,E,SI2,Excellent,Very Good,Excellent,None,IGI,204666990,162914,1596.0000,-0.4300,813.9600,,,,,Belgium,,,74828805
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.510,F,VS1,Excellent,Excellent,Very Good,Very Slight,IGI,219695829,176456,2604.0000,-0.3800,1328.0400,,,,,Belgium,,,74828806
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.510,G,VVS2,Very Good,Excellent,Very Good,None,IGI,214677975,176385,2604.0000,-0.3800,1328.0400,,,,,Belgium,,,74828807
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.520,D,SI1,Excellent,Very Good,Very Good,None,HRD,15010785002,90816,2196.0000,-0.3900,1141.9200,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2015/4/9/15010785002.pdf,,74828808
Millenium Star Bvba,81197,MILL,Round,0.710,F,IF,Very Good,Excellent,Excellent,,IGI,224656417,,4200.0000,-0.4000,2982.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2016/9/5/224656417.pdf,,74764564
Millenium Star Bvba,81197,MILL,Round,0.800,D,VVS2,Very Good,Excellent,Very Good,None,GIA,3235518951,,4950.0000,-0.2500,3960.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/23/3235518951.pdf,,74764565
Millenium Star Bvba,81197,MILL,Round,0.800,F,VVS1,Excellent,Excellent,Very Good,Faint,GIA,6225113308,,4725.0000,-0.2500,3780.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/4/1/6225113308.pdf,,74764566
Millenium Star Bvba,81197,MILL,Round,0.800,G,VS2,Very Good,Excellent,Excellent,None,GIA,6231541100,,3680.0000,-0.2000,2944.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/23/6231541100.pdf,,74764567
Millenium Star Bvba,81197,MILL,Round,0.800,H,SI1,Very Good,Excellent,Excellent,None,GIA,7236453616,,2925.0000,-0.2500,2340.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/10/7236453616.pdf,,74764568
Millenium Star Bvba,81197,MILL,Round,0.830,F,IF,Very Good,Excellent,Excellent,None,GIA,7238373254,,5250.0000,-0.2500,4357.5000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/4/7238373254.pdf,,74764569
Millenium Star Bvba,81197,MILL,Round,1.000,F,VS2,Very Good,Excellent,Excellent,None,GIA,5172789971,,6020.0000,-0.3000,6020.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/9/23/5172789971.pdf,,74764570
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.530,G,SI2,Very Good,Excellent,Excellent,None,IGI,224654925,188233,1664.0000,-0.3600,881.9200,,,,,Belgium,,,75076589
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.540,G,VVS2,Very Good,Very Good,Very Good,None,IGI,224655745,194033,2604.0000,-0.3800,1406.1600,,,,,Belgium,,,75076590
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.540,H,VVS2,Excellent,Excellent,Excellent,None,IGI,224655097,188404,2356.0000,-0.3800,1272.2400,,,,,Belgium,,,75076591
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.550,H,VS1,Excellent,Excellent,Excellent,None,IGI,224655099,188365,2340.0000,-0.3500,1287.0000,,,,,Belgium,,,75076592
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.560,D,SI1,Excellent,Excellent,Excellent,None,IGI,224655754,188252,2160.0000,-0.4000,1209.6000,,,,,Belgium,,,75076593
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.560,F,VS2,Excellent,Excellent,Very Good,None,IGI,224654978,188261,2394.0000,-0.3700,1340.6400,,,,,Belgium,,,75076594
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.570,F,IF,Excellent,Excellent,Very Good,None,IGI,224655074,188369,3752.0000,-0.3300,2138.6400,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2016/9/15/224655074.pdf,,75076596
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.570,G,VS1,Very Good,Very Good,Very Good,None,IGI,224655799,194022,2640.0000,-0.3400,1504.8000,,,,,Belgium,,,75076597
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.590,E,VS2,Excellent,Excellent,Very Good,Slight,IGI,224655742,188240,2320.0000,-0.4200,1368.8000,,,,,Belgium,,,75076598
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.590,G,IF,Very Good,Very Good,Very Good,None,IGI,224655808,194099,3380.0000,-0.3500,1994.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2016/9/15/224655808.pdf,,75076599
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.620,H,VVS2,Excellent,Excellent,Excellent,None,IGI,224655100,188407,2508.0000,-0.3400,1554.9600,,,,,Belgium,,,75076600
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.620,H,SI1,Excellent,Excellent,Excellent,None,IGI,224654940,188269,2030.0000,-0.3000,1258.6000,,,,,Belgium,,,75076601
Superstone Diam Bvba,79156,Super,Heart,4.100,I,VS2,Very Good,Very Good,Good,None,HRD,16029190003,,,,,11050.0000,-0.3500,45305.0000,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/9/15/16029190003.pdf,,74923216
Superstone Diam Bvba,79156,Super,Round,0.510,I,SI2,Excellent,Excellent,Excellent,None,IGI,229691946,,,,,1610.0000,-0.3000,821.1000,,Belgium,,,74923221
IDRP,53618,IDRP,Round,0.540,F,SI1,Excellent,Very Good,Excellent,None,GIA,1237498913,18-80-444,2112.0000,-0.3400,1140.4800,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/22/1237498913.pdf,,74988615
IDRP,53618,IDRP,Round,0.540,F,SI2,Excellent,Excellent,Excellent,None,GIA,2236319906,18-80-374,1755.0000,-0.3500,947.7000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/27/2236319906.pdf,,74988616
IDRP,53618,IDRP,Round,0.540,G,VS2,Excellent,Excellent,Excellent,Faint,GIA,6177752015,18-81-53,2484.0000,-0.3100,1341.3600,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/21/6177752015.pdf,,74988617
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.900,J,SI1,Excellent,Excellent,Excellent,None,GIA,7221035405,168266,2870.0000,-0.3000,2583.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/9/7221035405.pdf,,71323263
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.900,J,SI1,Excellent,Excellent,Very Good,None,GIA,6221196104,168265,2665.0000,-0.3500,2398.5000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/28/6221196104.pdf,,71323264
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.900,K,VVS2,Very Good,Excellent,Very Good,Strong,GIA,6215210900,168270,2340.0000,-0.4000,2106.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/11/23/6215210900.pdf,,71323265
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.910,I,VVS1,Excellent,Excellent,Excellent,None,GIA,7228227402,168240,4200.0000,-0.3000,3822.0000,,,,,Belgium,,,71323267
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.330,H,VVS2,Excellent,Excellent,Excellent,None,IGI,219695785,176609,1452.0000,-0.3400,479.1600,,,,,Belgium,,,73534506
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.350,H,IF,Excellent,Excellent,Very Good,Slight,IGI,219695872,176595,1512.0000,-0.3700,529.2000,,,,,Belgium,,,73534510
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.370,H,IF,Excellent,Excellent,Excellent,None,IGI,219695851,176578,1608.0000,-0.3300,594.9600,,,,,Belgium,,,73534513
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.550,H,VVS1,Excellent,Excellent,Excellent,None,IGI,219694766,176398,2520.0000,-0.3700,1386.0000,,,,,Belgium,,,73534522
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.620,I,VS2,Excellent,Very Good,Very Good,None,IGI,219697943,176363,1820.0000,-0.3500,1128.4000,,,,,Belgium,,,73534525
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.740,G,IF,Excellent,Excellent,Excellent,Slight,IGI,175573844,127918,4355.0000,-0.3300,3222.7000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2015/10/28/175573844.pdf,,73534526
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,1.010,F,SI1,Excellent,Excellent,Excellent,Slight,IGI,119440955,43784,4560.0000,-0.4000,4605.6000,,,,,Belgium,,,73577009
Superstone Diam Bvba,79156,Super,Round,0.410,E,VVS2,Very Good,Very Good,Good,None,IGI,219694801,,,,,1860.0000,-0.4000,762.6000,,Belgium,,,73583433
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.350,F,VS2,Excellent,Excellent,Excellent,None,GIA,1239532475,HH6060,1516.0000,-0.3100,530.6000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH6060.PDF,,74729689
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.360,F,VS2,Excellent,Very Good,Excellent,Faint,GIA,7233220151,HH5086,1494.0000,-0.3200,537.8400,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5086.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH5086,74729700
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.360,F,VS2,Excellent,Very Good,Excellent,None,GIA,1227966540,HH5085,1538.0000,-0.3000,553.6800,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5085.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH5085,74729701
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.360,F,SI1,Very Good,Very Good,Excellent,Medium,GIA,6211834448,GG7915,1298.0000,-0.3510,467.2800,,,,,Belgium,http://88.85.90.134/disimage/cert/GG7915.PDF,,74729703
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.360,G,VS2,Excellent,Excellent,Excellent,None,GIA,6222713253,HH5111,1510.0000,-0.2810,543.6000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5111.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH5111,74729705
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.360,G,SI2,Excellent,Excellent,Excellent,Faint,GIA,6232461620,HH5126,1205.0000,-0.2910,433.8000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5126.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH5126,74729706
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.360,H,SI1,Excellent,Very Good,Excellent,None,GIA,2237311815,HH5155,1312.0000,-0.2710,472.3200,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5155.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH5155,74729707
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.380,F,SI1,Excellent,Very Good,Excellent,Faint,GIA,7226054643,GG9389,1418.0000,-0.2910,538.8400,,,,,Belgium,http://88.85.90.134/disimage/cert/GG9389.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=GG9389,74729712
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.380,G,VS2,Excellent,Excellent,Excellent,Medium,GIA,6235311493,HH5118,1573.0000,-0.2510,597.7400,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5118.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH5118,74729714
Millenium Star Bvba,81197,MILL,Round,1.000,F,SI1,Very Good,Very Good,Very Good,None,GIA,1235147870,,5092.0000,-0.3300,5092.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/18/1235147870.pdf,,74764571
Millenium Star Bvba,81197,MILL,Round,1.000,F,SI1,Very Good,Excellent,Excellent,None,GIA,2175789869,,5320.0000,-0.3000,5320.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/23/2175789869.pdf,,74764572
SUPERGEMS NV,21343,Supergem,Round,1.010,D,IF,Excellent,Excellent,Excellent,None,GIA,3235687272,300002339,,,,14040.0000,-0.3500,14180.4000,,Belgium,http://www.supergemsgroup.com/certificates/300002339.jpg,,75251933
SUPERGEMS NV,21343,Supergem,Round,1.010,D,IF,Excellent,Excellent,Excellent,None,GIA,2175807158,310000030,,,,14688.0000,-0.3200,14834.8800,,Belgium,http://www.supergemsgroup.com/certificates/310000030.jpg,,75251934
SUPERGEMS NV,21343,Supergem,Round,0.500,H,SI1,Excellent,Excellent,Excellent,Faint,GIA,6231689203,130017191,,,,2204.0000,-0.2400,1102.0000,,Belgium,http://www.supergemsgroup.com/certificates/130017191.jpg,http://www.supergemsgroup.com/diamondphoto/130017191-P.jpg,75163420
SUPERGEMS NV,21343,Supergem,Round,0.500,H,SI1,Excellent,Excellent,Excellent,None,GIA,7238695520,100127588,,,,2262.0000,-0.2200,1131.0000,,Belgium,http://www.supergemsgroup.com/certificates/100127588.jpg,http://www.supergemsgroup.com/diamondphoto/100127588-P.jpg,75163421
SUPERGEMS NV,21343,Supergem,Round,0.500,H,SI2,Good,Excellent,Excellent,None,HRD,16025844011,100126429,,,,1550.0000,-0.3800,775.0000,,Belgium,http://www.supergemsgroup.com/certificates/100126429.jpg,http://www.supergemsgroup.com/diamondphoto/100126429-P.jpg,75163422
SUPERGEMS NV,21343,Supergem,Round,0.510,D,VS2,Excellent,Excellent,Excellent,None,GIA,3235690333,100127635,,,,3080.0000,-0.3000,1570.8000,,Belgium,http://www.supergemsgroup.com/certificates/100127635.jpg,http://www.supergemsgroup.com/diamondphoto/100127635-P.jpg,75163423
SUPERGEMS NV,21343,Supergem,Round,0.510,E,VVS1,Excellent,Excellent,Excellent,Medium,GIA,5236690920,130017118,,,,3465.0000,-0.3700,1767.1500,,Belgium,http://www.supergemsgroup.com/certificates/130017118.jpg,http://www.supergemsgroup.com/diamondphoto/130017118-P.jpg,75163424
SUPERGEMS NV,21343,Supergem,Round,0.510,E,VVS2,Excellent,Excellent,Excellent,Medium,GIA,2236690910,130017119,,,,2736.0000,-0.4300,1395.3600,,Belgium,http://www.supergemsgroup.com/certificates/130017119.jpg,http://www.supergemsgroup.com/diamondphoto/130017119-P.jpg,75163425
SUPERGEMS NV,21343,Supergem,Round,0.510,F,IF,Excellent,Excellent,Excellent,Medium,GIA,7231689710,130017175,,,,3640.0000,-0.3500,1856.4000,,Belgium,http://www.supergemsgroup.com/certificates/130017175.jpg,http://www.supergemsgroup.com/diamondphoto/130017175-P.jpg,75163426
SUPERGEMS NV,21343,Supergem,Round,0.510,G,IF,Very Good,Excellent,Excellent,None,GIA,6232395702,300002116,,,,3848.0000,-0.2600,1962.4800,,Belgium,http://www.supergemsgroup.com/certificates/300002116.jpg,,75163427
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.390,F,SI1,Very Good,Good,Good,None,GIA,2176922431,CC3482,1378.0000,-0.3110,537.4200,,,,,Belgium,http://88.85.90.134/disimage/cert/CC3482.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=CC3482,74729717
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.400,E,VVS2,Excellent,Excellent,Excellent,None,GIA,7231478101,HH5872,2075.0000,-0.3300,830.0000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5872.PDF,,74729718
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.400,E,VS1,Very Good,Excellent,Excellent,Faint,GIA,6235311828,HH5287,1798.0000,-0.4000,719.2000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5287.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH5287,74729719
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.400,E,VS1,Very Good,Excellent,Excellent,Faint,GIA,6221654080,HH5286,1798.0000,-0.4000,719.2000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5286.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH5286,74729720
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.400,E,SI1,Very Good,Excellent,Excellent,Faint,GIA,6231469659,HH5304,1414.0000,-0.4100,565.6000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5304.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH5304,74729722
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.400,E,SI1,Excellent,Very Good,Excellent,Faint,GIA,6232052543,HH5303,1462.0000,-0.3900,584.8000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5303.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH5303,74729723
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.400,E,SI2,Excellent,Excellent,Excellent,None,GIA,3235079083,HH3825,1362.0000,-0.3800,544.8000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH3825.PDF,,74729724
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.400,E,SI2,Excellent,Excellent,Excellent,None,GIA,2227694238,HH4431,1362.0000,-0.3800,544.8000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH4431.PDF,,74729725
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.400,E,SI2,Excellent,Excellent,Excellent,None,GIA,6235479198,HH5876,1362.0000,-0.3800,544.8000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH5876.PDF,,74729726
SUPERGEMS NV,21343,Supergem,Round,1.220,D,VS1,Excellent,Excellent,Excellent,Medium,GIA,2227775474,300002048,,,,7260.0000,-0.4000,8857.2000,,Belgium,http://www.supergemsgroup.com/certificates/300002048.jpg,,74632040
SUPERGEMS NV,21343,Supergem,Round,1.250,D,VS1,Excellent,Excellent,Excellent,Medium,GIA,1225774091,300002049,,,,7623.0000,-0.3700,9528.7500,,Belgium,http://www.supergemsgroup.com/certificates/300002049.jpg,,74632043
Millenium Star Bvba,81197,MILL,Round,1.000,G,VVS1,Excellent,Excellent,Excellent,None,HRD,16026819003,,6825.0000,-0.3500,6825.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/8/26/16026819003.pdf,,74764573
Millenium Star Bvba,81197,MILL,Round,1.000,G,VS1,Very Good,Excellent,Very Good,None,GIA,5171723737,,6020.0000,-0.3000,6020.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/8/5171723737.pdf,,74764574
Millenium Star Bvba,81197,MILL,Round,1.000,G,VS1,Excellent,Excellent,Very Good,None,GIA,7228502386,,6450.0000,-0.2500,6450.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/5/3/7228502386.pdf,,74764575
Millenium Star Bvba,81197,MILL,Round,1.000,G,VS1,Excellent,Excellent,Very Good,Faint,GIA,2175676362,,6278.0000,-0.2700,6278.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/6/7/2175676362.pdf,,74764576
Millenium Star Bvba,81197,MILL,Round,1.000,G,VS2,Very Good,Excellent,Very Good,None,GIA,1172789864,,5372.0000,-0.3200,5372.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/9/23/1172789864.pdf,,74764577
Millenium Star Bvba,81197,MILL,Round,1.000,G,SI1,Very Good,Excellent,Very Good,None,GIA,7233370690,,4970.0000,-0.3000,4970.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/4/7233370690.pdf,,74764578
Millenium Star Bvba,81197,MILL,Round,1.000,H,VS2,Very Good,Very Good,Very Good,None,HRD,16026882003,,4680.0000,-0.3500,4680.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/8/25/16026882003.pdf,,74764579
Millenium Star Bvba,81197,MILL,Round,1.010,F,VS1,Very Good,Excellent,Excellent,None,GIA,2175621381,,6860.0000,-0.3000,6928.6000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/9/23/2175621381.pdf,,74764580
Millenium Star Bvba,81197,MILL,Round,1.010,F,VS2,Very Good,Excellent,Excellent,Faint,GIA,2171723703,,5848.0000,-0.3200,5906.4800,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/11/2171723703.pdf,,74764581
Millenium Star Bvba,81197,MILL,Round,1.010,H,VS2,Excellent,Excellent,Excellent,None,HRD,16026882002,,5040.0000,-0.3000,5090.4000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/8/25/16026882002.pdf,,74764582
Millenium Star Bvba,81197,MILL,Round,1.020,G,VS1,Very Good,Excellent,Excellent,Faint,GIA,2226717942,,5848.0000,-0.3200,5964.9600,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/5/20/2226717942.pdf,,74764583
